ID;Sentence;A.1);B.1);C.1);D.1);E.1);E.2);F.1);F.2);G.1);I.1);I.2);L.1);L.2);M.1);M.2);M.3);M.4);N.1);O.1);O.2);P.1)
207;Il rinnovamento della metodologia prevede che anche arredi e attrezzature assumano un’importanza decisiva nello sviluppo di metodologie interattive e collaborative tra gli studenti e gli insegnanti;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
208;L’architettura deve dunque promuovere quegli aspetti che siano in grado di sviluppare dei processi di identificazione con il luogo e con la comunità territoriale circostante;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
209;L’amministrazione crede in un’ottica di centralità del processo di apprendimento, che non si possa prescindere dall’ambiente fisico in cui i soggetti si muovono ed agiscono, e che possono essere condizionati dal disegno architettonico presente;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
210;Il polo scolastico deve, innanzitutto, essere studiato come un spazio che garantisca il benessere psico-fisico di tutte le persone coinvolte;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211;Le associazioni del paese, i genitori e tutta la comunità devono poter utilizzare il nuovo polo quale punto di aggregazione e integrazione sociale;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212;A tal fine l’architettura dovrà offrire un rapporto coerente tra esigenze pedagogiche e una corretta organizzazione dello spazio improntata a nuove metodologie didattiche differenti da quelle del passato;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
213;Nella previsione di una scuola aperta a tutti e tutta la giornata, diviene fondamentale facilitare la partecipazione della comunità negli spazi comuni;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
214;I colori, gli arredi, la luminosità, i murales, la cura dello spazio esterno devono stimolare la curiosità dei ragazzi affinché la scuola diventi il luogo di socializzazione, di massima espressione e di crescita;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
215;Obiettivo: Stretto rapporto tra la configurazione dell’edificio e gli aspetti didattico pedagogici;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
216;Obiettivo: Accessibilità a tutti. Nella progettazione dovrà porsi particolare attenzione affinché tutti i locali siano accessibili, devono cioè garantire la completa fruibilità dello spazio anche da parte di persone con ridotta o impedita capacità motoria o sensoriale;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
217;Obiettivo: Connessione interno esterno. A tal fine si dovranno prevedere degli spazi esterni, affinché si diversifichi l’attività didattica e si crei un legame con la natura e con le attività legate alle tradizioni del paese;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
218;La qualità architettonica della nuova struttura unita all’apertura della stessa al territorio, dovrà servire da stimolo alla popolazione scolastica ed all’intero territorio per sviluppare in ognuno di essi il senso di appartenenza e di rispetto della struttura, sentirla come un bene proprio;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219;L’idea proposta dall’amministrazione nasce dalla consapevolezza che se la scuola cambia e si rinnova, allora devono cambiare anche gli spazi educativi e di apprendimento che, con uno sguardo al futuro, devono essere coerenti con le nuove tecnologie digitali e con l’evoluzione della didattica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
220;Gli spazi progettati dovranno essere caratterizzati da semplicità e razionalità d’uso, immediata identificabilità delle funzione e dei percorsi e interazione tra gli spazi utilizzati;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221;Un’area in cui, grazie alle nuove metodologie didattiche in atto ed in progetto, pone al centro lo studente che lavora supportato dall’insegnante, coach, tutor;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
222;Uno spazio che, presentando caratteri di abitabilità e flessibilità, è in grado di accogliere in ogni momento persone e attività della scuola offrendo funzionalità, confort e benessere;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
223;Gli arredi dovrebbero favorire un agile composizione e scomposizione dell’ambiente per accompagnare l’alternarsi delle diverse attività e fasi di lavoro che il docente individua lungo il percorso didattico attraverso una varietà di possibili configurazioni: dibattito, verifica, incontro con tutor revisione progetti e lavori di gruppo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
224;Poter riconvertire velocemente un ambiente garantisce la possibilità di utilizzare ogni spazio finalizzato allo svolgimento di attività diverse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
225;Gli spazi dovranno essere ampi, spaziosi e luminosi e le pareti colorate e adeguate all’età degli alunni con possibilità di attaccare cartelloni, disegni ecc, personalizzando lo spazio;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
226;La composizione di tali spazi, costituita da arredi flessibili, modulari e facilmente configurabili, permetterebbe di sviluppare maggiormente nuove metodologie didattiche incentrate sull’attivazione delle conoscenze e non più sul nozionismo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
227;E’ necessario che lo spazio fisico dei laboratori sia predisposto per avere un assetto facilmente modificabile, in grado di accogliere di volta in volta le attrezzature e gli strumenti che creano i differenti contesti di esperienza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
228;Gli ambienti destinati a laboratori devono favorire nella loro configurazione il miglior coinvolgimento partecipativo di tutti i ragazzi nel processo educativo e formativo, non riproponendo una disposizione tradizionale di prime e ultime file, una gerarchia di postazioni che favoriscono marginalizzazioni e motivi di non partecipazione;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
229;Lavorare in un ambiente ampio e visivamente aperto permetterebbe allo studente di sviluppare il senso di condivisione e collaborazione verso l’esterno; una soluzione di questo tipo favorirebbe una progettazione didattica condivisa tra diverse insegnanti e permetterebbe il superamento della rigidità tipica del gruppo classe tradizionale nel quale i ragazzi si ritrovano insieme solo in virtù dell’anno di nascita;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
230;Usufruibile anche dall’esterno per attività laboratoriali di carattere culinario e ad uso della collettività con ingresso indipendente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
231;L'area di civic center è il cuore funzionale e simbolico della scuola, è il centro di distribuzione dei percorsi orizzontali e verticali ed è connessa a tutte le attività pubbliche con le quali può all’occasione integrarsi e sovrapporsi;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232;Gli spazi progettati per la scuola, dunque, devono rappresentare una risorsa per il territorio, offrendosi alla comunità come civic center, in grado di sviluppare e valorizzare iniziative sociali, culturali e formative del paese;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
233;La biblioteca deve poter essere fruibile sia dagli utenti della scuola, sia direttamente dall’esterno, ad uso dell’intera comunità;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
234;Lo spazio esterno costituisce parte integrante del progetto e deve essere altrettanto curato e attrezzato;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235;Per poter intraprendere la strada di nuove metodologie didattiche nell’era digitale, è necessario avere la possibilità di essere connessi ad Internet attraverso una connessione a banda larga, che consenta l’utilizzo simultaneo di tutti i device tecnologici presenti nell’ambiente didattico tablet, sistemi di e-learning;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
236;La creazione del nuovo polo scolastico può essere l’occasione per rendere i cittadini maggiormente consapevoli della complessità e della fragilità del contesto ambientale in cui viviamo e dell’assoluta necessità di tutelarlo;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
237;Progettare il nuovo edificio della scuola in modo adeguato e in modo da minimizzare la sua impronta per limitare la distruzione del sito e promuovere la biodiversità;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
238;Dotare l'area di attrezzature e di misure finalizzate all'utilizzo dei mezzi di trasporto alternativi e che limitino l’uso di veicoli occupati da singoli individui al fine di ridurre l'inquinamento da traffico automobilistico;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
239;È necessario promuovere la cultura dello spostamento a piedi e o in bicicletta individuali e collettivi, abbinato all’adeguamento delle vie di comunicazione nei termini della sicurezza;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
240;Adottare adeguati criteri di illuminazione per mantenere livelli di illuminazione di sicurezza, evitando inquinamento luminoso notturno all’esterno del sito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
241;Limitare le alterazioni della dinamica naturale del ciclo idrologico, mediante la riduzione delle superfici di copertura impermeabili e l’aumento delle infiltrazioni in sito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
242;Minimizzare la quantità delle acque grigie riversate in fognatura per ridurne il carico inquinante e prevederne il riutilizzo quasi totale per usi non potabili uso irriguo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
243;Le scelte progettuali, oltre ad avere efficacia sulla qualità e sostenibilità ambientale del sito e dell'edificio, devono essere uno strumento educativo e di apprendimento per gli studenti;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
244;Scelte costruttive, politiche e gestione sostenibili dell'edificio che possono essere utilizzate per integrare lezioni e dimostrare il loro funzionamento, devono diventare esempi concreti per educare gli studenti stessi alla sostenibilità;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
245;Garantire la riduzione dell'energia primaria non rinnovabile richiesta durante il ciclo di vita dell'edificio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
246;Mirare all'ottimizzazione delle prestazioni energetiche annue e al raggiungimento di un fabbisogno energetico molto basso o quasi nullo dell' edificio a energia quasi zero;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
247;Progettare il nuovo edificio prevedendo disponibilità di spazi aventi orientamento ottimale per l'integrazione di impianti per la produzione di energia da fonti rinnovabili;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
248;Progettare la distribuzione delle aule del nuovo edificio in funzione dell'orientamento ottimale per massimizzare gli apporti energetici gratuiti;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
249;Uso razionale e riduzione dell'uso di acqua potabile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
250;Evitare l'utilizzo di acqua potabile per scopi irrigui;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
251;Gestione efficiente delle acque a scopo irriguo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
252;Aumentare la domanda di materiali e prodotti da costruzione con contenuto di riciclato, riducendo in tal modo gli impatti derivanti dall’estrazione e dalla lavorazione di materiali vergini;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
253;Materiali e prodotti da costruzione estratti e lavorati a distanza limitata, sostenendo in tal modo l’uso di risorse locali e riducendo gli impatti sull’ambiente derivanti dal trasporto;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
254;Promuovere l'utilizzo di materiali di origine animale o vegetale rapidamente rinnovabili;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
255;Le pratiche utilizzate nel progetto ai fini del risparmio e della sostenibilità ambientale devono essere fonte di insegnamento per gli studenti e per la comunità, al fine di trasmettere le buone norme di rispetto ambientale e delle tecnologie per realizzarle, utilizzando come esempio il nuovo edificio;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
256;Garantire una ventilazione che consenta di mantenere un elevato grado di salubrità dell'aria, minimizzando al contempo i consumi energetici per la climatizzazione;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
257;Ridurre all’interno dell’edificio i contaminanti che risultano odorosi, irritanti e o nocivi per il comfort ed il benessere degli installatori e degli occupanti;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
258;Nelle aree occupate in modo continuativo garantire il contatto diretto degli occupanti dell’edificio con l’ambiente esterno attraverso l’illuminazione naturale degli spazi e una adeguata percezione visiva dell’esterno;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
259;L’obiettivo primario della progettazione dovrà essere quello di minimizzare i costi di gestione e le esigenze di manutenzione dell’immobile;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
260;Dovrà porsi inoltre attenzione alla capacità di invecchiamento, sia a livello di tenuta delle prestazioni che di prestazione estetica prediligendo i materiali che invecchiano lentamente rimanendo quasi invariati e quelli che invecchiano nobilmente rispetto ad altri che invece invecchiano e si rovinano;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
261;La scuola deve tornare a svolgere un ruolo rilevante sotto il profilo urbano, architettonico e funzionale;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
262;Occorre individuare una serie di specifiche soluzioni e attività in relazione agli spazi di mediazione tra la comunità e la scuola, intese sia come strumento di socializzazione per docenti, alunni e genitori che come punto di riferimento, ad alto valore aggregante per attività extrascolastiche;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
263;Le soluzioni, inoltre, dovranno essere finalizzate al benessere ambientale del polo, alla realizzazione di aree pubbliche, aree verdi e passaggi pedonali in modo che la scuola possa diventare il nuovo civic center e contribuire, quindi, alla qualità del tessuto urbano circostante;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
264;Si è ipotizzata la presenza di aree che siano modulari e polifunzionali, facilmente configurabili e in grado di rispondere a contesti educativi sempre diversi e stili di apprendimento molteplici;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
265;Si è ipotizzata la presenza di ambienti usufruibili anche dall’intera comunità per una scuola aperta tutta la giornata, 365 giorni l’anno, adatta a tutti e di tutti;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
266;Mobili dotati di ruote per un rapido e facile spostamento, possono essere utilizzati per suddividere l’ambiente in modo flessibile e dinamico mantenendo sempre il materiale didattico a portata di mano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
267;La scuola, infatti, rappresenta una priorità per la qualità architettonica delle possibili soluzioni progettuali in relazioni agli spazi di apprendimento;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
268;La qualità dello spazio deve avere un importante valore pedagogico in grado di condizionare e stimolare conoscenza e creatività;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
269;La realizzazione di spazi architettonici funzionali all’apprendimento può permettere di rimodulare il tempo che gli alunni dedicano alla scuola, incentivando una maggiore permanenza nei locali e negli spazi esterni e creando, di conseguenza, una maggiore collaborazione in attività scolastiche ed extrascolastiche anche con la comunità;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
270;La stessa cura per l’interno dovrà essere messa in campo anche per gli spazi esterni, ponendo la massima attenzione al collegamento tra essi con gli interni;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
271;L’area pubblica e quella didattica dovranno essere interconnesse attraverso l’atrio centrale, ma allo stesso tempo essere indipendenti e usufruibili separatamente;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
272;L'amministrazione vuole che il Polo si sviluppi affinché lo studente rappresenti il punto centrale del progetto e la scuola si allontani dallo schema fisso dell’aula tradizionale;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
273;Dovrà porsi attenzione anche a percorsi esterni, tali da prevedere almeno un percorso esterno che colleghi la viabilità pubblica all’accesso dell’edificio;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
274;Dovrà essere garantita la piena utilizzazione di ogni spazio anche da parte degli studenti con ridotte o impedite capacità motorie;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
275;Il rinnovamento del sistema di illuminazione dovrà essere ecosostenibile, efficiente, e costituire il motore di un percorso educativo più favorevole per i propri studenti;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
276;L’obiettivo è quello di creare un sistema sostenibile che renda migliore l’ambiente in cui studiare, insegnare, lavorare, migliorando le credenziali di eco compatibilità, con la massima efficienza possibile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
277;Creare degli ambienti di apprendimento stimolanti per: far sentire i soggetti interessati a proprio agio aiutare a sentirsi meglio creando atmosfere rilassanti per i momenti di pausa relax mantenere le menti vigili e stimolare la concentrazione favorire una partecipazione attiva;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
278;Il sistema di illuminazione dell’edificio, sia per la parte nuova che per quella in ampliamento, dovrà essere realizzato in maniera tale da creare ambienti gradevoli, con apparecchi con il minor impatto visivo, con una luce che sia definita sempre in base alle varie esigenze pensando che sono ambienti che cambiano costantemente nel tempo;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
279;L’illuminazione naturale deve essere utilizzata nella maggiore misura possibile anche al fine ridurre il consumo energetico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
280;L'intervento permetterà, con un’equilibrata progettazione architettonica, integrata e sostenibile, di riqualificare il contesto territoriale nel quale si inserisce ed avere effetti positivi sul contesto e sull’inquadramento paesaggistico;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
281;L’architettura del nuovo polo dovrà favorire la connessione con l’ambiente esterno e le aree verdi attraverso uno studio attento delle caratteristiche del territorio;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
282;L’architettura del nuovo polo dovrà rendere chiari i diversi livelli di accessibilità del polo scolastico e delle esigenze di separabilità degli spazi per la fruizione extra-scolastica;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
283;L’architettura del nuovo polo dovrà promuovere un’architettura che si inserisca nel contesto urbano presente;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
284;L’illuminazione dovrà essere accogliente ed orientare ed informare il pubblico;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;Uno degli aspetti fondamentali che deve essere attentamente considerato nella progettazione degli edifici scolastici è il benessere acustico, in quanto influisce direttamente sul comportamento e l'apprendimento degli allievi e sulla salute degli stessi e dei docenti;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
286;Il colore deve essere utilizzato come linguaggio, segno, orientamento, simbolo: avrà il compito di identificare il luogo e permettere di identificarsi in esso;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
287;I colori scelti, utilizzati con modalità differenti, devono permettere ai fruitori della scuola di riconoscere gli spazi attraverso una lettura percettiva;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
288;L’obiettivo principale è quello di garantire armonia e benessere psicofisico negli utenti;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
289;Per sviluppare il senso di appartenenza è consigliabile lasciare alcune pareti libere all’interno della scuola a disposizione della inventiva cromatica e compositiva degli stessi allievi allo scopo di favorire la personalizzazione del proprio ambiente;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
290;Le scelte cromatiche dovranno essere affrontate per ogni singolo ambiente descrivendo gli effetti provocati dai colori sull’umore, la concentrazione, le attività intellettuali e fisiche;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;Oltre le pareti, anche per i pavimenti dovranno essere proposte delle soluzioni cromatiche differenti in rapporto all’ambiente in cui ricadono;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
292;Nella progettazione dovrà porsi particolare cura al verde, con la piantumazione di nuove specie compatibili con il clima del luogo e con il sito di intervento per migliorare il comfort climatico, tenendo conto del loro sviluppo e delle necessità di manutenzione;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
293;L’area destinata a civic center dovrà essere realizzata in maniera tale da essere in stretta relazione con l’ambiente esterno;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
294;Per garantire la qualità dell’aria nella struttura, dovrà porsi particolare attenzione ad eliminare o limitare, ove possibile, l’impiego di materiali contenenti formaldeide e i composti organici volatili VOC;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
295;Si dovrà avere cura di assicurare un’adeguata ventilazione;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
296;La struttura dovrà essere in grado di adempiere a più usi per tutta la settimana, sia per studio che per attività ricreative dovrà costituire anche un punto di ritrovo per la comunità locale;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
297;Relativamente alle aule del nuovo edificio, si dovrà prevedere che due aule possano essere ricostituibili con delle pareti dinamiche che possono essere sottoposte a frequenti modifiche;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
298;Sia parte delle strutture interne che quelle esterne e sportive devono essere fruibili all’intera comunità;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
299;La flessibilità viene anche intesa come la possibilità di utilizzare in tempi diversi ambienti utili a entrambe le scuole prevedendo soluzioni temporali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
300;Le soluzioni progettuali della nuova scuola devono tener conto dell’orientamento del nuovo edificio in modo tale da massimizzare gli apporti energetici gratuiti e di favorire l’integrazione impiantistica con i sistemi per la produzione di energia da fonti rinnovabili;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
301;L’obiettivo principale è la realizzazione di un edificio scolastico che presenti un fabbisogno energetico quasi nullo, al fine di realizzare un fabbricato a energia quasi zero con consumi ridotti e o quasi nulli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
302;Con riferimento all’impiantistica volta a veicolare i concetti di sostenibilità e di innovazione applicati all’ edificio scolastico, dovrà prevedersi l’attuazione di un programma di formazione del personale, di un programma di iniziative di formazione e informazione agli utenti e di un programma di eventi per la sensibilizzazione della cittadinanza;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
303;Aule multifunzionali, arredi flessibili, spazi per i lavori di gruppo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
304;Emerge, dunque, l’esigenza di vedere la scuola come un luogo sicuro, accogliente, che rispetti le esigenze di tutti, e che soprattutto crei un legame con l’esterno; una scuola aperta, adatta a tutti e di tutti;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
305;L’edificio che qui si progetta intende superare il tradizionale spazio chiuso e rigido che rispecchia il modello trasmissivo gerarchico della scuola tradizionale e mira a un’organizzazione degli spazi innovativa, fondata sul principio del learning by doing;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
306;Una scuola che possa assolvere al contempo la funzione di civic center per la comunità, e nella quale gli allievi svolgano un ruolo attivo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
307;L'energia prodotta in sito contribuirà alla compensazione mensile del fabbisogno di energia primaria per ogni vettore energetico consentendo la determinazione e il raggiungimento di una migliore classe energetica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
308;L'edificio dovrà essere progettato prevedendo disponibilità di spazi aventi orientamento ottimale per l'integrazione di impianti per la produzione di energia da fonti rinnovabili;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
309;Particolare cura dovrà essere posta per la distribuzione delle aule in funzione dell'orientamento ottimale per massimizzare gli apporti energetici gratuiti;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
310;Dovranno essere adottati dal progettista appositi sistemi e soluzioni per il risparmio idrico potabile di rete, di superficie o di falda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
311;E' importante evitare l'utilizzo di acqua potabile per scopi irrigui;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
312;Nella nuova scuola desideriamo un ambiente nuovo, dove sia facile armonizzare il ritmo della vita quotidiana con le esigenze di studio e lavoro, dove esistano spazi di incontro e di condivisione;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
313;Una scuolavillaggio, un centro di sperimentazione di un nuovo sistema di istruzione, fondata anche sul lavoro produttivo dei giovani e sul loro diretto coinvolgimento nei molteplici aspetti della sua gestione;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
314;L’obiettivo vuole essere creare un villaggio, una comunità cooperante: un micro mondo dove docenti, alunni, genitori, personale ATA visitatori, possano sperimentare una esperienza formativa di alto livello;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
315;Integrazione nel contesto esistente;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
316;Utilizzo di materiali e soluzioni architettoniche volte alla massima permeabilità verso l’ambiente esterno;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
317;Utilizzo di materiali e soluzioni architettoniche che trasmettano il concetto di sostenibilità ambientale;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
318;Forte utilizzo della luce naturale per la valorizzazione degli spazi;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
319;La progettazione dovrà essere ispirata ai principi di razionalità e semplicità di utilizzo degli spazi;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320;Si rende necessaria la chiara identificazione delle funzioni e dei percorsi interni ed esterni anche mediante segnaletica integrata nell’edificio o nei sistemi di illuminazione fissi;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
321;Si rende necessario l'abbattimento delle barriere architettoniche;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
322;La progettazione dovrà ispirarsi alla massima sostenibilità ambientale perseguibile in rapporto alle risorse disponibili;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
323;La progettazione dovrà permettere un’ottimale interazione tra interno ed esterno utilizzando materiali e soluzioni architettoniche volte ad una elevata permeabilità;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
324;La progettazione dovrà garantire la fluidità di percezione e di fruizione degli spazi interni;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
325;La progettazione dovrà garantire la sicurezza esterna all’edificio, intesa come studio dei percorsi volto a garantire la sicurezza dell’utenza in entrata e in uscita dal fabbricato;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
326;La progettazione dovrà garantire la sicurezza da effrazioni ed atti vandalici, intesa come presenza di sistemi di videosorveglianza, di rilevazione delle intrusioni e controllo degli accessi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
